	QUESTION	ANSWER_CHOICE	MEAN_SCORE	MAX_SCORE	MEDIAN_SCORE	CORRECT_ANSWER
53	What is the force that slows down moving things? 	acceleration	0.0	0.0	0.0	friction
54	What is the force that slows down moving things? 	gravity	0.17031997984380004	0.666666666667	0.127551020408	friction
55	What is the force that slows down moving things? 	friction	0.6090238756128666	1.0	0.814215949684	friction
56	"To move in a circle around an object is to <span class=""blank""> </span> "	revolve	0.09053868341299999	0.33177544442699997	0.030229493159500003	rotate
57	"To move in a circle around an object is to <span class=""blank""> </span> "	rotate	0.28960460566963986	1.0	0.074217390267	rotate
58	"To move in a circle around an object is to <span class=""blank""> </span> "	eclipse	0.025576653424299996	0.025576653424299996	0.025576653424299996	rotate
59	Which of the following is an unwanted change in the environment caused by harmful substances? 	overpopulation	0.0	0.0	0.0	pollution
60	Which of the following is an unwanted change in the environment caused by harmful substances? 	evolution	0.0	0.0	0.0	pollution
61	Which of the following is an unwanted change in the environment caused by harmful substances? 	pollution	0.0	0.0	0.0	pollution
62	"<span class=""blank""> </span> is the process of water vapor becoming liquid water when it cools. "	storage	0.5055421209456067	1.0	0.507195049925	condensation
63	"<span class=""blank""> </span> is the process of water vapor becoming liquid water when it cools. "	condensation	0.9793883135760099	1.3330211195619999	1.0	condensation
64	"<span class=""blank""> </span> is the process of water vapor becoming liquid water when it cools. "	precipitation	0.86154171011112	1.0563550055472	1.0	condensation
65	"<span class=""blank""> </span> is the process of water vapor becoming liquid water when it cools. "	evaporation	1.0514847880304703	1.9121343010179999	1.0	condensation
66	The process of cutting into a hillside to slow the speed of water flowing down a slope 	terracing	0.2960805889563333	0.553250664626	0.30058469201099997	terracing
67	The process of cutting into a hillside to slow the speed of water flowing down a slope 	contour plowing	0.20619223374717502	0.42536258898100004	0.18400059878640002	terracing
68	The process of cutting into a hillside to slow the speed of water flowing down a slope 	windbreaking	0.04188500635656	0.0812063271266	0.04188500635656	terracing
69	The process of cutting into a hillside to slow the speed of water flowing down a slope 	fertilization	0.24611381630600002	0.369170724459	0.24611381630600002	terracing
70	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	strip farming	0.7078325809537558	1.537589599946	1.0000435379058803	strip farming
71	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	contour plowing	0.4220823367919832	1.0896881872653847	0.284062504125224	strip farming
72	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	fertilization	0.1803263853362	0.358720476563	0.11957349218800001	strip farming
73	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	crop rotation	0.6281881127659797	1.139410796913	1.0	strip farming
74	A characteristic of an organism that increases its chances of survival in its environment. 	adaptation	1.6140625	3.0	2.0	adaptation
75	A characteristic of an organism that increases its chances of survival in its environment. 	camouflage	0.8566919191919091	1.0	1.0	adaptation
76	What is water vapor in the air called? 	evaporation	0.0	0.0	0.0	humidity
77	What is water vapor in the air called? 	respiration	0.0	0.0	0.0	humidity
78	What is water vapor in the air called? 	humidity	0.0	0.0	0.0	humidity
79	"Precipitation that falls in form of balls of ice is called <span class=""blank""> </span>. "	hail	0.28888888888879993	1.0	0.111111111111	hail
80	"Precipitation that falls in form of balls of ice is called <span class=""blank""> </span>. "	rain	0.07874196510548	0.155188246097	0.0277777777778	hail
81	"Precipitation that falls in form of balls of ice is called <span class=""blank""> </span>. "	snow	0.765625	1.0	1.0	hail
82	"A/an <span class=""blank""> </span> is something that helps a living thing survive in its environment. "	adaptation	1.0	1.0	1.0	adaptation
83	"A/an <span class=""blank""> </span> is something that helps a living thing survive in its environment. "	physical change	0.001563716981598	0.00271267361111	0.00127647782422	adaptation
84	"A/an <span class=""blank""> </span> is something that helps a living thing survive in its environment. "	camouflage	0.00036462136873025665	0.000546732348398	0.000546732348398	adaptation
85	A long and strong beak that tears flesh is 	tearing	1.0	1.0	1.0	tearing
86	A long and strong beak that tears flesh is 	spearing	0.0	0.0	0.0	tearing
87	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	0.372432973643	0.372432973643	0.372432973643	measuring
88	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	0.0	0.0	0.0	measuring
89	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	1.88603682298e-06	1.88603682298e-06	1.88603682298e-06	measuring
90	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring	0.301765891678	0.301765891678	0.301765891678	measuring
91	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	0.017918581685505	0.0342158280425	0.017918581685505	migration
92	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	1.1135490424395502	1.6746344543510001	1.0	migration
93	If a fire destroys a forest, new plants will grow. 	conservation	0.0	0.0	0.0	succession
94	If a fire destroys a forest, new plants will grow. 	erosion	0.0	0.0	0.0	succession
95	If a fire destroys a forest, new plants will grow. 	succession	0.0	0.0	0.0	succession
96	When liquids are heated, this occurs: 	melting	0.0891852045239	0.173333333333	0.05662881727515	evaporation
97	When liquids are heated, this occurs: 	evaporation	0.07611752972333	0.173333333333	0.05848630579419999	evaporation
98	"Babies will <span class=""blank""> </span> or get traits from their parents. "	reproduce	0.0	0.0	0.0	inherit
99	"Babies will <span class=""blank""> </span> or get traits from their parents. "	survive	0.0	0.0	0.0	inherit
100	"Babies will <span class=""blank""> </span> or get traits from their parents. "	inherit	0.0	0.0	0.0	inherit
101	The movement of an animal from one place to another as the seasons change is called 	hibernation	1.1990244862725001	2.0	1.25	migration
102	The movement of an animal from one place to another as the seasons change is called 	decomposition	0.4081629148441533	1.0	0.223022222222	migration
103	The movement of an animal from one place to another as the seasons change is called 	migration	1.9101577342547935	3.932678630033	1.97613523338385	migration
104	The movement of an animal from one place to another as the seasons change is called 	pollination	0.0	0.0	0.0	migration
105	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "	attracts	0.32231560508081997	0.666666666667	0.127551020408	attracts
106	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "	increases	0.0	0.0	0.0	attracts
107	"Magnets contain a force that <span class=""blank""> </span> certain metals like iron. "	repels	0.17864853693508398	0.221453287197	0.221453287197	attracts
108	What is the third step of the water cycle? 	evaporation	0.018146264237919	0.0413223140496	0.0139430163209	precipitation
109	What is the third step of the water cycle? 	run off	1.0	1.0	1.0	precipitation
110	What is the third step of the water cycle? 	precipitation	0.361664033411	0.361664033411	0.361664033411	precipitation
111	What is the third step of the water cycle? 	condensation	0.36750446735500003	0.36750446735500003	0.36750446735500003	precipitation
112	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	evaporate	0.11115137580344961	0.351817424847	0.052397429560099996	melt
113	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	condense	0.43558650655722503	1.0	0.41265675224200005	melt
114	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	0.24428366648221425	1.0110975606035	0.143113987099	melt
115	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	0.18187616962358888	0.375465942934	0.11057249904269999	melt
116	What is the process of the movement of water and dissolved materials through the cell membrane? 	diffusion	0.71190021138	1.16561392025	1.0	osmosis
117	What is the process of the movement of water and dissolved materials through the cell membrane? 	osmosis	0.88670213298	1.48670213298	0.48670213298	osmosis
118	The bending of light as it passes from one material into another is 	reflection	1.0000028533601169	2.0	1.0	refraction
119	The bending of light as it passes from one material into another is 	refraction	1.0	1.0	1.0	refraction
120	The process by which molten material adds new oceanic crust to the ocean floor 	seafloor spreading theory	1.0	1.0	1.0	seafloor spreading theory
121	The process by which molten material adds new oceanic crust to the ocean floor 	continental drift theory	0.402690634657812	1.0	0.0056406732890600005	seafloor spreading theory
122	To take in light 	reflect	0.0002734008730175	0.00043593935373400003	0.0002734008730175	absorb
123	To take in light 	absorb	0.04317476708957759	0.21221003606199998	0.000915949846472	absorb
124	To take in light 	refract	0.0	0.0	0.0	absorb
125	The process of making a new plant from the joining of a sperm and a egg cell is known as 	asexual reproduction	0.5060204826599974	1.0	0.345374298653495	sexual reproduction
126	The process of making a new plant from the joining of a sperm and a egg cell is known as 	self-pollination	1.0	1.0	1.0	sexual reproduction
127	The process of making a new plant from the joining of a sperm and a egg cell is known as 	cross-pollination	1.0	1.0	1.0	sexual reproduction
128	The process of making a new plant from the joining of a sperm and a egg cell is known as 	sexual reproduction	0.4484580995509983	1.0	0.334886947773145	sexual reproduction
129	How does your body acquire the oxygen the cells in your body need to function? 	diffusion	0.8764645696960001	0.8764645696960001	0.8764645696960001	breathing
130	How does your body acquire the oxygen the cells in your body need to function? 	absorption	0.0311418685121	0.0311418685121	0.0311418685121	breathing
131	How does your body acquire the oxygen the cells in your body need to function? 	breathing	0.0051679404128375	0.009512485136739999	0.0051679404128375	breathing
132	How does your body acquire the oxygen the cells in your body need to function? 	osmosis	0.8764645696960001	0.8764645696960001	0.8764645696960001	breathing
133	A force that resists motion created by objects rubbing together. 	gravity	0.17031997984380004	0.666666666667	0.127551020408	friction
134	A force that resists motion created by objects rubbing together. 	friction	0.6090238756128666	1.0	0.814215949684	friction
135	"Your respiratory system helps you <span class=""blank""> </span>. "	breathe	0.0	0.0	0.0	breathe
136	"Your respiratory system helps you <span class=""blank""> </span>. "	move	0.0	0.0	0.0	breathe
137	"Your respiratory system helps you <span class=""blank""> </span>. "	digest food	0.0	0.0	0.0	breathe
138	corroding metal 	physical change	0.38429908539740004	0.666666666667	0.31370719008000003	chemical change
139	corroding metal 	chemical change	0.404969284458	0.666666666667	0.404969284458	chemical change
140	What process produces sex cells? 	mitosis	0.682096239075	1.482096239075	0.482096239075	meiosis
141	What process produces sex cells? 	splitting	0.0	0.0	0.0	meiosis
142	What process produces sex cells? 	meiosis	0.6566152646089585	1.120524059769	0.482096239075	meiosis
143	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	convection	0.0	0.0	0.0	radiation
144	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	radiation	0.0	0.0	0.0	radiation
145	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	reflection	0.0	0.0	0.0	radiation
146	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	friction	0.0	0.0	0.0	radiation
147	Which is the best example of natureâ??s recycling process? 	the water cycle	0.1198271401564	0.25	0.10345911493625001	the water cycle
148	Which is the best example of natureâ??s recycling process? 	erosion	0.45071832038063336	1.0	0.339758266927	the water cycle
149	Which is the best example of natureâ??s recycling process? 	weathering	0.1486442417806	0.339758266927	0.0849395667318	the water cycle
150	When closely related living things are bred together, it is called 	adaptation	0.0	0.0	0.0	crossbreeding
151	When closely related living things are bred together, it is called 	crossbreeding	0.0277777777778	0.0277777777778	0.0277777777778	crossbreeding
152	mixing lemonade powder into water 	physical change	0.12594700109359996	0.21484375	0.10109704367799999	physical change
153	mixing lemonade powder into water 	chemical change	0.09828233761294	0.21484375	0.0832078957637	physical change
154	When something changes position, it is in? 	motion	0.41610691807484806	1.0	0.061043342712	motion
155	When something changes position, it is in? 	acceleration	0.252128054416	0.42241349431	0.13860442782	motion
156	When something changes position, it is in? 	gravity	0.0	0.0	0.0	motion
157	When something changes position, it is in? 	friction	0.0023547261110266667	0.0029160694873400003	0.0029160694873400003	motion
158	Being able to tell different sounds apart is called 	sound discrimination	0.0	0.0	0.0	sound discrimination
159	Being able to tell different sounds apart is called 	vibration	0.003945953762540001	0.00508706030196	0.00394595376254	sound discrimination
160	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	terracing	0.16416941519074266	0.318215981546	0.17359054041761401	fertilization
161	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	strip farming	1.1063059017182046	1.318215981546	1.000701723608614	fertilization
162	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	crop rotation	1.071475804439	1.142951608878	1.071475804439	fertilization
163	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	fertilization	0.696932391614802	1.000684368727936	1.0	fertilization
164	"The movement of water back and forth between air and the Earth's surface is called the<span class=""blank""> </span>. "	water cycle	0.6539044451344668	1.6495723824369999	0.24409957055700002	water cycle
165	"The movement of water back and forth between air and the Earth's surface is called the<span class=""blank""> </span>. "	condensation	0.4175030436715	0.704897681035	0.4175030436715	water cycle
166	"The movement of water back and forth between air and the Earth's surface is called the<span class=""blank""> </span>. "	evaporation	0.25334494025033993	0.704897681035	0.09748303432710001	water cycle
167	What do we call the process of a seed developing into a plant? 	germination	0.8582708791127923	1.367670476441	1.0282795839713	germination
168	What do we call the process of a seed developing into a plant? 	regeneration	0.4897176182799473	1.158138973055	0.5255830808349999	germination
169	"When an object orbits another object, it <span class=""blank""> </span>. "	vibrates	0.7064462809916666	1.0	1.0	revolves
170	"When an object orbits another object, it <span class=""blank""> </span>. "	rotates	0.3074095048409741	1.0000498401894709	0.150815345461	revolves
171	"When an object orbits another object, it <span class=""blank""> </span>. "	revolves	0.04858877222136	0.0829438611068	0.04	revolves
172	"When an object orbits another object, it <span class=""blank""> </span>. "	explodes	0.42347011865165	1.0	0.24363445217929997	revolves
173	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	shedding	0.3315127128091416	0.934367802737	0.060163759345000005	molting
174	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	loosening	0.0	0.0	0.0	molting
175	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	0.8368735605474	1.0	1.0	molting
176	"<span class=""blank""> </span> is a change of position. "	motion	0.7744623539944	1.0	0.814215949684	motion
177	"<span class=""blank""> </span> is a change of position. "	gravity	0.0	0.0	0.0	motion
178	The process of change from an egg to an adult butterfly is ____________. 	metamorphosis	0.7370872521420001	1.163281708848	0.701933923766	metamorphosis
179	The process of change from an egg to an adult butterfly is ____________. 	photosynthesis	0.3159080915094	0.378081409618	0.378081409618	metamorphosis
180	The process of change from an egg to an adult butterfly is ____________. 	reproduction	0.23345023816229	0.892267792488	0.126027136539	metamorphosis
181	To change from a solid into a liquid is to 	solidify	0.32597436118964995	0.9767545675689999	0.15364803919335	melt
182	To change from a solid into a liquid is to 	melt	1.5429061519199998	2.0	1.2742382271469999	melt
183	To change from a solid into a liquid is to 	freeze	0.7307641408701067	1.651919101004	0.624349635796	melt
184	To separate a mixture of paper clips and sand, Joe should use: 	magnetic separation	1.0	1.0	1.0	magnetic separation
185	To separate a mixture of paper clips and sand, Joe should use: 	distillation	0.0	0.0	0.0	magnetic separation
186	To separate a mixture of paper clips and sand, Joe should use: 	decanting	1.0	1.0	1.0	magnetic separation
187	What is it called when an object is moved from one position to another? 	work	0.2004511615049525	1.000438292964245	0.00043829296424500005	work
188	What is it called when an object is moved from one position to another? 	gravity	0.30309806976176873	1.666666666667	0.0005204526017687	work
189	What process ends with a new and improved plant? 	germinating	0.5046679726245	1.0	0.25	grafting
190	What process ends with a new and improved plant? 	photosynthesis	1.0	1.0	1.0	grafting
191	What process ends with a new and improved plant? 	grafting	0.0	0.0	0.0	grafting
192	The process of changing from a liquid state to a gas state 	sublimation	0.658272070760892	1.019302945912	0.502546417472	evaporation
193	The process of changing from a liquid state to a gas state 	condensation	0.32241384656123334	0.4957264508079	0.28734053342745003	evaporation
194	The process of changing from a liquid state to a gas state 	evaporation	1.587177869304736	3.0	1.59230125707	evaporation
195	Which of the following must all plant and animal species do in order for each species to survive? 	migrate	0.0	0.0	0.0	reproduce
196	Which of the following must all plant and animal species do in order for each species to survive? 	reproduce	0.0	0.0	0.0	reproduce
197	Which of the following must all plant and animal species do in order for each species to survive? 	make food	0.0	0.0	0.0	reproduce
198	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	transpiration	0.37607889236880004	1.0	0.220098615461	precipitation
199	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	condensation	0.055029572915337215	0.0998735704277	0.0652144045811	precipitation
200	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	precipitation	0.17564248789899997	0.175642487899	0.175642487899	precipitation
201	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	evaporation	0.17842437029045002	0.220098615461	0.220098615461	precipitation
202	"<span class=""blank""> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. "	conduction	0.13249716858579302	0.514800116269	0.0074715723537449995	conduction
203	"<span class=""blank""> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. "	convection	0.7716608303681005	1.793032338048	0.266465708662502	conduction
204	"<span class=""blank""> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. "	radiation	0.8095033094675667	1.0625	1.0625	conduction
205	The process of wearing away rocks by natural means is called 	erosion	0.4279447056727538	1.261405347907	0.03617969821675	weathering
206	The process of wearing away rocks by natural means is called 	weathering	0.61307882287914	1.56260942245	0.306730681015	weathering
207	The continuous transfer of carbon between the atmosphere and organisms 	carbon cycle	0.09181590983655	0.140625	0.09181590983655	carbon cycle
208	The continuous transfer of carbon between the atmosphere and organisms 	nitrogen cycle	0.0019440848863	0.0019440848863	0.0019440848863	carbon cycle
209	What is the process that moves pieces of rock and soil? 	erosion	0.623655263621292	1.0	0.7472269659090001	erosion
210	What is the process that moves pieces of rock and soil? 	weathering	0.17212562595974998	0.313676544567	0.1256062381585	erosion
211	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 	condensation	0.84932202641305	1.0	1.0	precipitation
212	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 	precipitation	1.4006767698490965	2.0	1.370717020917	precipitation
213	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 	evaporation	0.68345768200932	1.0718766616497	1.0	precipitation
214	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	1.0858770742723334	1.257631222817	1.0	evaporation
215	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	condensation	1.0406731468296766	1.448023323615	0.93411242861953	evaporation
216	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	0.6064909394978001	0.962039138024	0.507195049925	evaporation
217	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	evaporation	1.9008199897812352	2.976754567569	2.0	evaporation
218	To go into a deep sleep. 	migrate	0.0	0.0	0.0	hibernate
219	To go into a deep sleep. 	hibernate	0.49093615235936927	1.0	0.287703227295	hibernate
220	To go into a deep sleep. 	camouflage	0.0	0.0	0.0	hibernate
221	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	terracing	0.2193501108646	0.350110744969	0.228556776712	contour plowing
222	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	strip farming	0.4117631257332734	1.0	0.228556776712	contour plowing
223	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	contour plowing	0.764652937519418	1.0850694444444	0.662211457831636	contour plowing
224	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	windbreaking	0.3052653819540407	0.914933837429	0.000677055663724	contour plowing
225	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	condensation	0.09444264851411917	0.45034818841200003	0.07186232371985	precipitation
226	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	precipitation	0.07399712928619437	0.175642487899	0.023631144351555	precipitation
227	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	classification	0.0	0.0	0.0	precipitation
228	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	evaporation	0.2509916197438875	1.220098615461	0.220098615461	precipitation
229	When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	condensation	1.4629082842264698	1.707251211388	1.51302982978431	condensation
230	When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	precipitation	0.914831286175553	1.0722816648161	1.00942561832865	condensation
231	When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	evaporation	1.418161357470998	2.224329836252	1.62187859603	condensation
232	What make oceans bigger? 	deposition	0.42755939097822304	1.0015051174	0.125	deposition
233	What make oceans bigger? 	accumulation	0.01184100146986	0.0201668458266	0.01184100146986	deposition
234	What make oceans bigger? 	rain	0.0	0.0	0.0	deposition
235	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	0.0	0.0	0.0	adaptation
236	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	0.0	0.0	0.0	adaptation
237	"When an object spins on its axis, it <span class=""blank""> </span>. "	vibrates	0.5360075090790251	1.0	0.5596694214875	rotates
238	"When an object spins on its axis, it <span class=""blank""> </span>. "	rotates	0.5183132319125201	1.150815345461	0.170815345461	rotates
239	"When an object spins on its axis, it <span class=""blank""> </span>. "	revolves	0.05835280694465998	0.0625	0.0625	rotates
240	"When an object spins on its axis, it <span class=""blank""> </span>. "	explodes	0.4146096405235	1.0	0.22591349592299997	rotates
241	Colors, patterns and shapes that disguise an animal from predators. 	migrate	0.0	0.0	0.0	camouflage
