QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	breathing	The process of respiration, during which air is inhaled into the lungs through the mouth or nose due to muscle contraction and then exhaled due to muscle relaxation.	mouth nose	muscle contraction relaxation	process of respiration | inhaled | exhaled	None	None	0	nan	0	nan	nan	breathing
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	breathing	A fish breathes by taking water into its mouth and forcing it out through the gill passages	fish	None	breathes | taking | forcing it out	None	None	0	nan	0.000823395688935	nan	nan	breathing
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	osmosis	Plant roots uptake water from the surrounding soil through osmosis.	Plant roots	None	osmosis	uptake water	from the surrounding soil	0	nan	0	nan	nan	breathing
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	osmosis	Roots absorb water from the surrounding soil using the process of osmosis.	Roots	None	osmosis	absorb water	from the surrounding soil	0	nan	0	nan	nan	breathing
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	osmosis	Water is taken into the plant through roots by osmosis and is carried through the stems to the leaves.	Water	None	osmosis	taken into the plant	through roots	0.876464569696	nan	0	nan	nan	breathing
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	osmosis	Water enters plant cells from the environment via osmosis.	Water	None	osmosis	enters plant cells from the environment	None	0.876464569696	nan	0	nan	nan	breathing
How does your body acquire the oxygen the cells in your body need to function? 	body	None	acquire	None	None	osmosis	Any water gained by osmosis may help keep a plant cell rigid or turgid.	plant	None	osmosis	water gained	None	0	nan	0	nan	nan	breathing
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	run-off	When the snow melts into water it also leads to runoff.		snow melts into water	runoff	None		0	1.0	0	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	run-off	One potential source of contamination of water is runoff, the overland flow of water.	water		runoff | overland flow	contamination		0	0	0.00173123601955	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	run-off	Surface runoff is a major component of the water cycle.			surface runoff | major component of the water cycle	None		0	0	0.0140215809848	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	run-off	The water cycle has four stages: storage, evaporation,precipitation, and run-off.			run-off | water cycle	None		0	0	0.0140215809848	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	run-off	Water flowing on the Earth's surface is referred to as runoff.	Water		flowing	None	earth's surface	0	0	0.00173123601955	nan	7.52643794283e-06	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	run-off	something that drains or flows off, as rain that flows off from the land in streams.			drains | flows off	None		0	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	run-off	When the snow melts into water it also leads to runoff.	None	snow melts into water	runoff	None	None	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	run-off	One potential source of contamination of water is runoff, the overland flow of water.	water	None	runoff | overland flow	contamination	None	nan	nan	0.00180705878694	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	run-off	Surface runoff is a major component of the water cycle.	None	None	surface runoff | major component of the water cycle	None	None	nan	nan	0.00432343619688	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	run-off	The water cycle has four stages: storage, evaporation,precipitation, and run-off.	None	None	run-off | water cycle	None	None	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	run-off	Water flowing on the Earth's surface is referred to as runoff.	Water	None	flowing	None	earth's surface	nan	nan	0.00180705878694	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	run-off	something that drains or flows off, as rain that flows off from the land in streams.	None	None	drains | flows off	None	None	nan	nan	0.00180705878694	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas		phase change	liquid		0.825826069637	0	0.450348188412	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor		condensation	liquid water	in the air	1.0	0	0.00418916370162	nan	0.379448882301	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	condensation	Water vapour condenses to liquid water.	Water vapour		condenses	liquid water		1.0	0	0.135728903933	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	condensation	Water drops on the outside of a cold glass of water are condensed water.	water		condensed	Water drops	cold glass of water	0	0	0.135728903933	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor		condensed	water		1.0	0	0.135728903933	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	condensation	The condensed water molecules form liquid water droplets.	water molecules		condensed | form	liquid water		0	0	0.135728903933	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air	nan	nan	0.151118302823	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None	nan	nan	0.489975727973	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	precipitation Water falling to the Earth.	Water		precipitation | falling	None	the earth [destination]	0	0	0.00942561832865	nan	0.203037895248	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	The plant will then use the stored water in times or seasons of low precipitation.			precipitation	None		0	0	0.00942561832865	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	precipitation Water that falls to the Earth from the sky.	Water		falls	None	sky [source] earth[destination]	0	0	0.00545140171816	nan	0.0820791191488	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water		precipitation | falls back	None		0	0	0.0722816648161	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	Also when the air cannot hold any more water, it precipitates.	water		precipitates	None		0	0	0.0125489001417	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.	water		falls | precipitation	None	sky	0	0	0.00942561832865	nan	0.0820791191488	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.	water		falling	None	sky	0	0	0.00545140171816	nan	0.0820791191488	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour		falling	None	atmosphere	1.0	0	0.00545140171816	nan	1.0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water vapour	gravity	falls | precipitation	None		1.0	0	0.00942561832865	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation	liquid solid water		fall | precipitation	reach the ground	clouds	0	0	0.00942561832865	nan	0.00248307515211	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	precipitation Water falling to the Earth.	Water	None	precipitation | falling	None	the earth [destination]	nan	nan	0.0566693635585	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	The plant will then use the stored water in times or seasons of low precipitation.	None	None	precipitation	None	None	nan	nan	0.0566693635585	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	precipitation Water that falls to the Earth from the sky.	Water	None	falls	None	sky [source] earth[destination]	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water	None	precipitation | falls back	None	None	nan	nan	0.0566693635585	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	Also when the air cannot hold any more water, it precipitates.	water	None	precipitates	None	None	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.	water	None	falls | precipitation	None	sky	nan	nan	0.0566693635585	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.	water	None	falling	None	sky	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour	None	falling	None	atmosphere	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water vapour	gravity	falls | precipitation	None	None	nan	nan	0.0566693635585	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation	liquid solid water	None	fall | precipitation	reach the ground	clouds	nan	nan	0.0566693635585	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Clouds get their water from evaporation.	water		evaporation	Clouds		0	0	0	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air.	oils		evaporate 	None		0	0	0.282768549859	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	evaporation - the process of extracting moisture	moisture		evaporation | extracting	None		0	0	0.000234987714565	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Evaporation and condensation are two processes through which matter changes from one state to another.	matter		evaporation | changes	one state to another		0.5625	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Evaporation involves changing water from its liquid state to a gaseous state (vapor)	water liquid state		evaporation | changing	gaseous state vapor		0.260024586723	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.	liquid		evaporation | vaporization	gaseous phase	surface of a liquid	0	0	0.150809893258	nan	4.51373254921e-06	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.	substance liquid state	increase in temperature and/or pressure	process | changing | evaporation	gaseous state		0.207404774246	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	In evaporation, matter changes from a liquid to a gas.	matter liquid		evaporation | changes	gas		0.249185972429	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Liquid water changing to water vapor is evaporation.	Liquid water		changing | evaporation	water vapor		0	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Surface water is evaporated from the earth by the energy of the sun.	Surface water	energy of the sun	evaporated	None	from the earth	0	0	0.282768549859	nan	0.255363190815	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	The change of a liquid into a vapor at a temperature below the boiling point.	liquid	temperature below the boiling point	change	vapor		0	0	1.0	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	The change of state from water to water vapor is called evaporation.	water		change of state | evaporation	water vapor		0	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water).	liquid	heat	changing	gas		0	0	1.0	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.	liquid water	energy from the sun	change | evaporate	water vapor		0	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	The process of liquid water changing into water vapor is called evaporation.	liquid water		process | evaporation | changing	water vapor		0	0	0.339322259831	nan	0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	The water evaporated back into water vapor in the air.	water		evaporated	water vapor	in the air	0	0	0.282768549859	nan	0.379448882301	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Water evaporates as water vapor into the air.	Water		evaporates	water vapor	into the air	0	0	0.282768549859	nan	0.129225495118	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	vapor	water	cools and changes	None	rises in the atmosphere	evaporation	Water from the oceans enters the atmosphere through evaporation.	Water		evaporation	None	the atmosphere	0	0	0	nan	1.0	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Clouds get their water from evaporation.	water	None	evaporation	Clouds	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air.	oils	None	evaporate 	None	None	nan	nan	0	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	evaporation - the process of extracting moisture	moisture	None	evaporation | extracting	None	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Evaporation and condensation are two processes through which matter changes from one state to another.	matter	None	evaporation | changes	one state to another	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Evaporation involves changing water from its liquid state to a gaseous state (vapor)	water liquid state	None	evaporation | changing	gaseous state vapor	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.	liquid	None	evaporation | vaporization	gaseous phase	surface of a liquid	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.	substance liquid state	increase in temperature and/or pressure	process | changing | evaporation	gaseous state	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	In evaporation, matter changes from a liquid to a gas.	matter liquid	None	evaporation | changes	gas	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Liquid water changing to water vapor is evaporation.	Liquid water	None	changing | evaporation	water vapor	None	nan	nan	0.510024272027	nan	nan	condensation
As water vapor rises in the atmosphere, it cools and changes back to liquid. Tiny drops of liquid form clouds in this process called 	None	None	form | process	None	None	evaporation	Surface water is evaporated from the earth by the energy of the sun.	Surface water	energy of the sun	evaporated	None	from the earth	nan	nan	0	nan	nan	condensation
