	QUESTION	ANSWER_CHOICE	MEAN_SCORE	MAX_SCORE	MEDIAN_SCORE	CORRECT_ANSWER
114	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	melt	0.0	0.0	0.0	melt
115	An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first 	freeze	0.0	0.0	0.0	melt
116	What is the process of the movement of water and dissolved materials through the cell membrane? 	diffusion	0.0	0.0	0.0	osmosis
117	What is the process of the movement of water and dissolved materials through the cell membrane? 	osmosis	0.0	0.0	0.0	osmosis
118	The bending of light as it passes from one material into another is 	reflection	0.0	0.0	0.0	refraction
119	The bending of light as it passes from one material into another is 	refraction	0.0	0.0	0.0	refraction
120	The process by which molten material adds new oceanic crust to the ocean floor 	seafloor spreading theory	0.0	0.0	0.0	seafloor spreading theory
121	The process by which molten material adds new oceanic crust to the ocean floor 	continental drift theory	0.0	0.0	0.0	seafloor spreading theory
122	To take in light 	reflect	0.0	0.0	0.0	absorb
123	To take in light 	absorb	0.0	0.0	0.0	absorb
124	To take in light 	refract	0.0	0.0	0.0	absorb
125	The process of making a new plant from the joining of a sperm and a egg cell is known as 	asexual reproduction	0.0165525721131	0.0165525721131	0.0165525721131	sexual reproduction
126	The process of making a new plant from the joining of a sperm and a egg cell is known as 	self-pollination	0.0	0.0	0.0	sexual reproduction
127	The process of making a new plant from the joining of a sperm and a egg cell is known as 	cross-pollination	0.0216	0.0216	0.0216	sexual reproduction
128	The process of making a new plant from the joining of a sperm and a egg cell is known as 	sexual reproduction	0.0165525721131	0.0165525721131	0.0165525721131	sexual reproduction
129	How does your body acquire the oxygen the cells in your body need to function? 	diffusion	0.0	0.0	0.0	breathing
130	How does your body acquire the oxygen the cells in your body need to function? 	absorption	0.0	0.0	0.0	breathing
131	How does your body acquire the oxygen the cells in your body need to function? 	breathing	0.0	0.0	0.0	breathing
132	How does your body acquire the oxygen the cells in your body need to function? 	osmosis	0.0	0.0	0.0	breathing
133	A force that resists motion created by objects rubbing together. 	gravity	0.0	0.0	0.0	friction
134	A force that resists motion created by objects rubbing together. 	friction	0.0	0.0	0.0	friction
135	"Your respiratory system helps you <span class=""blank""> </span>. "	breathe	0.0	0.0	0.0	breathe
136	"Your respiratory system helps you <span class=""blank""> </span>. "	move	0.0	0.0	0.0	breathe
137	"Your respiratory system helps you <span class=""blank""> </span>. "	digest food	0.0	0.0	0.0	breathe
138	corroding metal 	physical change	0.0	0.0	0.0	chemical change
139	corroding metal 	chemical change	0.0	0.0	0.0	chemical change
140	What process produces sex cells? 	mitosis	0.0	0.0	0.0	meiosis
141	What process produces sex cells? 	splitting	0.0	0.0	0.0	meiosis
142	What process produces sex cells? 	meiosis	0.0	0.0	0.0	meiosis
143	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	convection	0.0	0.0	0.0	radiation
144	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	radiation	0.0	0.0	0.0	radiation
145	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	reflection	0.0	0.0	0.0	radiation
146	"Energy from the sun reaches earth by <span class=""blank""> </span>. "	friction	0.0	0.0	0.0	radiation
147	Which is the best example of natureâ??s recycling process? 	the water cycle	0.0	0.0	0.0	the water cycle
148	Which is the best example of natureâ??s recycling process? 	erosion	0.0	0.0	0.0	the water cycle
149	Which is the best example of natureâ??s recycling process? 	weathering	0.0	0.0	0.0	the water cycle
150	When closely related living things are bred together, it is called 	adaptation	0.0	0.0	0.0	crossbreeding
151	When closely related living things are bred together, it is called 	crossbreeding	0.0	0.0	0.0	crossbreeding
152	mixing lemonade powder into water 	physical change	0.0162388511477	0.0162388511477	0.0162388511477	physical change
153	mixing lemonade powder into water 	chemical change	0.004640625	0.004640625	0.004640625	physical change
154	When something changes position, it is in? 	motion	0.0	0.0	0.0	motion
155	When something changes position, it is in? 	acceleration	0.0	0.0	0.0	motion
156	When something changes position, it is in? 	gravity	0.0	0.0	0.0	motion
157	When something changes position, it is in? 	friction	0.0	0.0	0.0	motion
158	Being able to tell different sounds apart is called 	sound discrimination	0.0	0.0	0.0	sound discrimination
159	Being able to tell different sounds apart is called 	vibration	0.0	0.0	0.0	sound discrimination
160	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	terracing	0.0	0.0	0.0	fertilization
161	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	strip farming	0.0	0.0	0.0	fertilization
162	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	crop rotation	0.0	0.0	0.0	fertilization
163	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	fertilization	0.0	0.0	0.0	fertilization
164	"The movement of water back and forth between air and the Earth's surface is called the<span class=""blank""> </span>. "	water cycle	0.106832013461	0.106832013461	0.106832013461	water cycle
165	"The movement of water back and forth between air and the Earth's surface is called the<span class=""blank""> </span>. "	condensation	0.0152257899104	0.0152257899104	0.0152257899104	water cycle
166	"The movement of water back and forth between air and the Earth's surface is called the<span class=""blank""> </span>. "	evaporation	0.137683120351	0.137683120351	0.137683120351	water cycle
167	What do we call the process of a seed developing into a plant? 	germination	0.0	0.0	0.0	germination
168	What do we call the process of a seed developing into a plant? 	regeneration	0.0	0.0	0.0	germination
169	"When an object orbits another object, it <span class=""blank""> </span>. "	vibrates	0.0	0.0	0.0	revolves
170	"When an object orbits another object, it <span class=""blank""> </span>. "	rotates	0.0232244897959	0.0232244897959	0.0232244897959	revolves
171	"When an object orbits another object, it <span class=""blank""> </span>. "	revolves	0.0260775623269	0.0260775623269	0.0260775623269	revolves
172	"When an object orbits another object, it <span class=""blank""> </span>. "	explodes	0.0	0.0	0.0	revolves
173	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	shedding	0.0	0.0	0.0	molting
174	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	loosening	0.0	0.0	0.0	molting
175	"The process in which a snake loses its outer skin is called <span class=""blank""> </span>. "	molting	0.0	0.0	0.0	molting
176	"<span class=""blank""> </span> is a change of position. "	motion	0.0	0.0	0.0	motion
177	"<span class=""blank""> </span> is a change of position. "	gravity	0.0	0.0	0.0	motion
178	The process of change from an egg to an adult butterfly is ____________. 	metamorphosis	0.0	0.0	0.0	metamorphosis
179	The process of change from an egg to an adult butterfly is ____________. 	photosynthesis	0.0	0.0	0.0	metamorphosis
180	The process of change from an egg to an adult butterfly is ____________. 	reproduction	0.0	0.0	0.0	metamorphosis
181	To change from a solid into a liquid is to 	solidify	0.0	0.0	0.0	melt
182	To change from a solid into a liquid is to 	melt	0.0216	0.0216	0.0216	melt
183	To change from a solid into a liquid is to 	freeze	0.0210978986595	0.0210978986595	0.0210978986595	melt
184	To separate a mixture of paper clips and sand, Joe should use: 	magnetic separation	0.0	0.0	0.0	magnetic separation
185	To separate a mixture of paper clips and sand, Joe should use: 	distillation	0.0	0.0	0.0	magnetic separation
186	To separate a mixture of paper clips and sand, Joe should use: 	decanting	0.0	0.0	0.0	magnetic separation
187	What is it called when an object is moved from one position to another? 	work	0.0	0.0	0.0	work
188	What is it called when an object is moved from one position to another? 	gravity	0.0	0.0	0.0	work
189	What process ends with a new and improved plant? 	germinating	0.0	0.0	0.0	grafting
190	What process ends with a new and improved plant? 	photosynthesis	0.0	0.0	0.0	grafting
191	What process ends with a new and improved plant? 	grafting	0.0	0.0	0.0	grafting
192	The process of changing from a liquid state to a gas state 	sublimation	0.0216	0.0216	0.0216	evaporation
193	The process of changing from a liquid state to a gas state 	condensation	0.0	0.0	0.0	evaporation
194	The process of changing from a liquid state to a gas state 	evaporation	0.159373080964	0.159373080964	0.159373080964	evaporation
195	Which of the following must all plant and animal species do in order for each species to survive? 	migrate	0.0	0.0	0.0	reproduce
196	Which of the following must all plant and animal species do in order for each species to survive? 	reproduce	0.0	0.0	0.0	reproduce
197	Which of the following must all plant and animal species do in order for each species to survive? 	make food	0.0	0.0	0.0	reproduce
198	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	transpiration	0.0	0.0	0.0	precipitation
199	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	condensation	0.0	0.0	0.0	precipitation
200	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	precipitation	0.0	0.0	0.0	precipitation
201	"Rain, sleet, hail, and snow are all part of the <span class=""blank""> </span> process in the water cycle. "	evaporation	0.0	0.0	0.0	precipitation
202	"<span class=""blank""> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. "	conduction	0.0	0.0	0.0	conduction
203	"<span class=""blank""> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. "	convection	0.0	0.0	0.0	conduction
204	"<span class=""blank""> </span> is the type of thermal energy transfer that occurs when the you place a cooler object on a heat source to warm the cooler object up. "	radiation	0.0	0.0	0.0	conduction
205	The process of wearing away rocks by natural means is called 	erosion	0.0	0.0	0.0	weathering
206	The process of wearing away rocks by natural means is called 	weathering	0.0	0.0	0.0	weathering
207	The continuous transfer of carbon between the atmosphere and organisms 	carbon cycle	0.0	0.0	0.0	carbon cycle
208	The continuous transfer of carbon between the atmosphere and organisms 	nitrogen cycle	0.0	0.0	0.0	carbon cycle
209	What is the process that moves pieces of rock and soil? 	erosion	0.0	0.0	0.0	erosion
210	What is the process that moves pieces of rock and soil? 	weathering	0.0	0.0	0.0	erosion
211	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 	condensation	0.0	0.0	0.0	precipitation
212	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 	precipitation	0.0	0.0	0.0	precipitation
213	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 	evaporation	0.0	0.0	0.0	precipitation
214	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	humidity	0.0	0.0	0.0	evaporation
215	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	condensation	0.0	0.0	0.0	evaporation
216	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	transpiration	0.0	0.0	0.0	evaporation
217	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "	evaporation	0.0	0.0	0.0	evaporation
218	To go into a deep sleep. 	migrate	0.0	0.0	0.0	hibernate
219	To go into a deep sleep. 	hibernate	0.0	0.0	0.0	hibernate
220	To go into a deep sleep. 	camouflage	0.0	0.0	0.0	hibernate
221	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	terracing	0.0	0.0	0.0	contour plowing
222	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	strip farming	0.0	0.0	0.0	contour plowing
223	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	contour plowing	0.0216	0.0216	0.0216	contour plowing
224	The process of plowing furrows across a slope instead of up and down to prevent rainwater from carrying away topsoil down hills 	windbreaking	0.0	0.0	0.0	contour plowing
225	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	condensation	0.0	0.0	0.0	precipitation
226	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	precipitation	0.0	0.0	0.0	precipitation
227	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	classification	0.0	0.0	0.0	precipitation
228	A student is investigating changes in the states of matter. The student fills a graduated cylinder with 50 milliliters of packed snow. The graduated cylinder has a mass of 50 grams when empty and 95 grams when filled with the snow. During which process in the water cycle does snow fall to the ground? 	evaporation	0.0	0.0	0.0	precipitation
229	When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	condensation	0.0	0.0	0.0	condensation
230	When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	precipitation	0.0216	0.0216	0.0216	condensation
231	When water particles cool and change from a gas (like water vapor) back to a liquid, this is called: 	evaporation	0.1536	0.1536	0.1536	condensation
232	What make oceans bigger? 	deposition	0.0	0.0	0.0	deposition
233	What make oceans bigger? 	accumulation	0.0	0.0	0.0	deposition
234	What make oceans bigger? 	rain	0.0	0.0	0.0	deposition
235	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	adaptation	0.0	0.0	0.0	adaptation
236	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "	change	0.0	0.0	0.0	adaptation
237	"When an object spins on its axis, it <span class=""blank""> </span>. "	vibrates	0.0	0.0	0.0	rotates
238	"When an object spins on its axis, it <span class=""blank""> </span>. "	rotates	0.0302802295918	0.0302802295918	0.0302802295918	rotates
239	"When an object spins on its axis, it <span class=""blank""> </span>. "	revolves	0.0373363746538	0.0373363746538	0.0373363746538	rotates
240	"When an object spins on its axis, it <span class=""blank""> </span>. "	explodes	0.0	0.0	0.0	rotates
241	Colors, patterns and shapes that disguise an animal from predators. 	migrate	0.0	0.0	0.0	camouflage
242	Colors, patterns and shapes that disguise an animal from predators. 	hibernate	0.0	0.0	0.0	camouflage
243	Colors, patterns and shapes that disguise an animal from predators. 	camouflage	0.0	0.0	0.0	camouflage
244	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "	digestion	0.0	0.0	0.0	reproduction
245	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "	reproduction	0.0	0.0	0.0	reproduction
246	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "	circulation	0.0	0.0	0.0	reproduction
247	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	terracing	0.0216	0.0216	0.0216	crop rotation
248	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	contour plowing	0.0	0.0	0.0	crop rotation
249	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crop rotation	0.0	0.0	0.0	crop rotation
250	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	fertilization	0.0	0.0	0.0	crop rotation
251	The process of breaking down rocks into smaller particles is called: 	sedimentation	0.0	0.0	0.0	weathering
252	The process of breaking down rocks into smaller particles is called: 	erosion	0.0	0.0	0.0	weathering
253	The process of breaking down rocks into smaller particles is called: 	weathering	0.0	0.0	0.0	weathering
254	"A change in the way matter looks is called <span class=""blank""> </span>? "	physical change	0.0	0.0	0.0	physical change
255	"A change in the way matter looks is called <span class=""blank""> </span>? "	chemical change	0.0	0.0	0.0	physical change
256	The movement of an object all the way around another planet is called 	revolving	0.486309159643	0.486309159643	0.486309159643	revolving
257	The movement of an object all the way around another planet is called 	rotation	0.311485526777	0.311485526777	0.311485526777	revolving
258	The movement of an object all the way around another planet is called 	gravity	0.0	0.0	0.0	revolving
259	"<span class=""blank""> </span> is a process in the water cycle, where water vapor rises into the atmosphere. "	transpiration	0.0	0.0	0.0	condensation
260	"<span class=""blank""> </span> is a process in the water cycle, where water vapor rises into the atmosphere. "	condensation	0.0	0.0	0.0	condensation
261	"<span class=""blank""> </span> is a process in the water cycle, where water vapor rises into the atmosphere. "	precipitation	0.0	0.0	0.0	condensation
262	"<span class=""blank""> </span> is a process in the water cycle, where water vapor rises into the atmosphere. "	evaporation	0.0	0.0	0.0	condensation
263	"Offspring come from a single parent during <span class=""blank""> </span>. "	asexual reproduction	0.0	0.0	0.0	asexual reproduction
264	"Offspring come from a single parent during <span class=""blank""> </span>. "	sexual reproduction	0.0	0.0	0.0	asexual reproduction
265	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	transpiration	0.0	0.0	0.0	evaporation
266	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	condensation	0.0	0.0	0.0	evaporation
267	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	precipitation	0.0	0.0	0.0	evaporation
268	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	evaporation	0.0	0.0	0.0	evaporation
