condensation | condense	water vapor		condensation	liquid water	in the air	condensation is the process in which water vapor in the air is changed into liquid water.
condensation | condense	Water vapour		condenses	liquid water		Water vapour condenses to liquid water.
condensation | condense	water		condensed	Water drops	cold glass of water	Water drops on the outside of a cold glass of water are condensed water.
condensation | condense	water vapor		condensed	water		The water in a cloud comes from water vapor in the air that has condensed.
condensation | condense	water molecules		condensed | form	liquid water		The condensed water molecules form liquid water droplets.
reaction	plant		reacted			When one plant was watered from the outside through plastic tubes, the other plant reacted.
reaction			chemical reactions			The Chemical reactions always involve a change in energy.
repel | repels	plants plant		repel			Some plants, including marijuana in its later stages, produce resins or essences which repel or kill plant pests.
repel | repels			repels			Gravity is the force that repels two objects that have opposite charges.
repel | repels			repel		water	Hydrophobic substances repel and have an aversion to water.
repel | repels	plants		repel carrot fly			Aromatic companion plants repel carrot fly.
repel | repels		force influence	move back			cause to move back by force or influence
retract	liquid		retract		in the thermometer	The cold makes the liquid in the thermometer retract, and heat makes it rise or expand.
reflect | reflection	light from the Sun	moon	reflecting			Only the part of the moon that is reflecting the light from the Sun is changing.
reflect | reflection	something	light sound	reflects	goes in a different direction		If light or sound 'reflects' off something, it hits it and goes in a different direction.
reflect | reflection		surface	striking | falling	return throw off		To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws
reflect | reflection	light		throw | bend back			To throw or bend back (light, for example) from a surface
reflect | reflection	light	matter	reflected			When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.
absorb | absorption	Plants	their roots systems	absorb water and the nutrients from the water			Plants absorb water and the nutrients from the water via their roots systems.
absorb | absorption	plant	the roots	absorbs the water			The part of the plant that absorbs the water is the roots.
absorb | absorption	Plants		absorb		water	Plants need much more water than animals because they lose most of the water they absorb.
absorb | absorption	Plants		absorb		water	Plants only absorb as much water as they need.
absorb | absorption	Plants		absorbing light energy	obtain energy		Plants obtain energy by absorbing light energy.
refract | refraction						When light travels through water or a lens, for example, its path is bent or refracted.
refract | refraction			refracted			Moon will reflect some sunlight that is refracted by the Earth's atmosphere.
refract | refraction	Condensed water		refract			Condensed water in the air may also refract sunlight to produce rainbows.
refract | refraction			refracted			The moon will appear orange because of lower frequency light being refracted in Earth's atmosphere.
refract | refraction			break the natural course	light transparent medium to another		To break the natural course of, as rays of light or heat, when passing from one transparent medium to another of different density
reflect | reflection	light from the Sun	moon	reflecting			Only the part of the moon that is reflecting the light from the Sun is changing.
reflect | reflection	something	light sound	reflects	goes in a different direction		If light or sound 'reflects' off something, it hits it and goes in a different direction.
reflect | reflection		surface	striking | falling	return throw off		To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws
reflect | reflection	light		throw | bend back			To throw or bend back (light, for example) from a surface
reflect | reflection	light	matter	reflected			When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.
refract | refraction						When light travels through water or a lens, for example, its path is bent or refracted.
refract | refraction			refracted			Moon will reflect some sunlight that is refracted by the Earth's atmosphere.
refract | refraction	Condensed water		refract			Condensed water in the air may also refract sunlight to produce rainbows.
refract | refraction			refracted			The moon will appear orange because of lower frequency light being refracted in Earth's atmosphere.
refract | refraction			break the natural course	light transparent medium to another		To break the natural course of, as rays of light or heat, when passing from one transparent medium to another of different density
regeneration	organism		reproduction			The reproduction of a whole organism or of a part of an organism from a separated portion of the body of an organism
regeneration	genomes cells organisms ecosystems		regeneration|renewal | restoration | growth	resilient to natural fluctuations		regeneration is the process of renewal, restoration, and growth that makes genomes, cells, organisms, and ecosystems resilient to natural fluctuations or events that cause disturbance or damage.
regeneration	tissues organs limbs		regrowing			regrowing of tissues, organs, or limbs that have been lost or damaged
regeneration			forming 			The act of forming again, especially with improvements or removal of defects.
regeneration	part which has been removed		reproduction			The reproduction of a part which has been removed or destroyed
mitosis		asexual reproduction	mitosis	no genetic variation duplicate the genome		There is no genetic variation produced because asexual reproduction uses mitosis as the genetic process to duplicate the genome.
mitosis			mitosis | cytokinesis	the structures in a plant cell are different than those an animal		Well, when mitosis is finished (cytokinesis) the structures in a plant cell are different than those in an animal cell.
mitosis	areas of the plant		mitosis	growth		There are areas of the plant that are capable of growth from mitosis (also known as meristems).
mitosis			mitosis	Vegetative growth		Vegetative growth continues through cell division (mitosis) and expansion in the epicotyl or growing point of the young plant.
mitosis	animal , plants/algae and fungi		life cycles			All three life cycles (animal, plants/algae and fungi) have these three key features: fertilization, undergoes mitosis and meiosis.
life cycle	species	reproduction	life cycle	succeeding each other		A life cycle is a period involving all different generations of a species succeeding each other through means of reproduction, whether through asexual reproduction or sexual reproduction (a period from one generation of organisms to the same identical).
life cycle	organism		series of stages	goes through from one generation to the next		series of stages a sexually reproducing organism goes through from one generation to the next
life cycle	organism		stages			The generation-to-generation sequence of stages in the reproductive history of an organism.
life cycle	animal		developmental stages	gametes		The sequence of developmental stages an animal undergoes from one generation to the next beginning with the fusion of male and female gametes, then growth to reproductive maturity, and finally the animal's production of gametes.
life cycle	organism		changes	one primary form , as a gamete to the development of same again .		the continuous sequence of changes undergone by an organism from one primary form, as a gamete, to the development of the same form again.
repel | repels	plants plant		repel			Some plants, including marijuana in its later stages, produce resins or essences which repel or kill plant pests.
repel | repels			repels			Gravity is the force that repels two objects that have opposite charges.
repel | repels			repel		water	Hydrophobic substances repel and have an aversion to water.
repel | repels	plants		repel carrot fly			Aromatic companion plants repel carrot fly.
repel | repels		force influence	move back			cause to move back by force or influence
attracts	Students water vapor molecules		attractions			Students learned that when water vapor is cooled, attractions between water molecules cause them to condense and become liquid water.
attracts	Plants		attract the insects and other animals			Plants perfume their blooms to attract the insects and other animals they need to pollinate their flowers.
attracts	water	molecules	attracted			Some molecules of water vapor contact the liquid water and are attracted by the molecules in the liquid.
attracts	water molecules	water	mutual attraction		water is in liquid phase	Most of the water is in the liquid phase, where it is held by the mutual attraction of water molecules.
attracts			cause to come to a place			cause to come to a place or participate in a venture by offering something of interest
increases	Water plants		increase			Water plants regularly to increase healthy growth.
increases	Plants animals	the	increase			Plants and animals increase in number by the process of reproduction.
increases	energy		increased			Thermal energy will have increased during the phase change.
increases	energy sun water	energy	increases	given		The energy given off by the sun increases the energy (Heat) of the water.
increases		Water	increase			To increase the surface area of absorption used for providing the Plant with Water.
reproduce | reproduction | reproducing			reproduce			They can grow, take in nutrients, breathe, reproduce, eliminate waste, and die.
reproduce | reproduction | reproducing	Plants		reproduce	flowers fruits		Plants reproduce by producing flowers and fruits that have seeds.
reproduce | reproduction | reproducing	organism		creates	likeness of itself		Reproduction is the process by which a living organism creates a likeness of itself.
reproduce | reproduction | reproducing	organism	process of generation propagation	produce	individuals		to produce one or more other individuals of (a given kind of organism)by some process of generation or propagation, sexual or asexual.
reproduce | reproduction | reproducing			process | produced	new individual organisms offsprings		is the biological process by which new individual organisms, offsprings, are produced from their parents.
reproduce | reproduction | reproducing	All living things	Food	reproduce			Food All living things need food (for energy) to grow and reproduce.
reproduce | reproduction | reproducing	Plants	Flowers and fruits	reproduction			Parts of Plants Flowers and fruits are the parts of plants that are for reproduction.
reproduce | reproduction | reproducing	Animals and Plants	energy	reproduction			Animals and Plants need energy for growth and reproduction.
reproduce | reproduction | reproducing	Animals and Plants	energy	reproduction			au Animals and Plants need energy for growth and reproduction.
reproduce | reproduction | reproducing	Humans , animals and plants		reproduce	their own kind		Humans, animals and plants reproduce their own kind.
reproduce | reproduction | reproducing	Plants		reproduce |  producing	flowers fruits		Plants reproduce by producing flowers and fruits that have seeds.
reproduce | reproduction | reproducing	organism		reproduction	offspring		When an organism has an offspring (baby) it is called reproduction.
reproduce | reproduction | reproducing	seed		reproduction	plant		A seed growing into a plant is a form of reproduction.
reproduce | reproduction | reproducing	Plants	male -LRB- pollen -RRB- and female eggs	forming	seeds		Plants reproduce by forming seeds from the male (pollen) and female (eggs) cells found in the flower.
reproduce | reproduction | reproducing			produced | biological process	individual organisms		Reproduction (or procreation) is the biological process by which new individual organisms, offspring, are produced from their parents.
metamorphosis	animals beetles frogs butterflies		metamorphosis			Other animals (including beetles, frogs, and butterflies) go through a process called metamorphosis.
metamorphosis	Others		metamorphosis	look and act very different from their adult parents when they first hatch .		Others go through metamorphosis and look and act very different from their adult parents when they first hatch.
metamorphosis	Butterflies and moths		life cycle | complete metamorphosis			Butterflies and moths go through a life cycle known as complete metamorphosis.
metamorphosis	animal	cell growth	biological process | metamorphosis			Metamorphosis is a biological process by which an animal physically develops after birth or hatching, involving a conspicuous and relatively abrupt change in the animal's body structure through cell growth and differentiation
metamorphosis	larva		transformation	adult form		process in which a larva undergoes a major transformation to change into the adult form, which occurs in amphibians, arthropods, and other invertebrates
photosynthesis	Plants	light energy	to drive photosynthesis			Plants use light energy to drive photosynthesis, and animals use light energy to see.
photosynthesis	Plants		photosynthesis	energy		Plants get their energy from the sun via photosynthesis.
photosynthesis	plants	sun	photosynthesis	energy		The sun also gives energy to plants with photosynthesis.
photosynthesis	A plant		does photosynthesis		whenever it can.	A plant does photosynthesis whenever it can.
photosynthesis	Plants		photosynthesis	get their energy to grow		Plants get their energy to grow through a process called photosynthesis.
revolution | revolve | revolves | revolving		moon Earth	revolves | moving		around the Earth | around the sun	Because as the moon revolves around the Earth, the Earth is moving around the sun.
revolution | revolve | revolves | revolving		moon Earth	revolves		around the Earth | around the sun	The moon revolves around the Earth and the Earth revolves around the sun.
revolution | revolve | revolves | revolving		earth	revolves		around the earth	The moon revolves around the earth.
revolution | revolve | revolves | revolving		earth	revolves		around the sun	As the earth revolves around the sun.
revolution | revolve | revolves | revolving		earth	revolves		around the sun	The earth revolves around the sun.
rotate | rotates | rotation	Earth		rotates | spins			The Earth rotates, or spins, on its axis once every 24 hours.
rotate | rotates | rotation			move in a circle			move or cause to move in a circle around an axis or center.
rotate | rotates | rotation	object		rotation | circular movement			A rotation is a circular movement of an object around a center (or point) of rotation.
rotate | rotates | rotation	Earth		rotation		makes the sun appear to move through the sky during the day, rising in the east and setting in the west	It is the rotation of the Earth that makes the sun appear to move through the sky during the day, rising in the east and setting in the west.
rotate | rotates | rotation	Earth		rotation	day and night		This rotation is what results in day and night on Earth.
orbit		Earth	orbits		orbits the Earth	As the Moon orbits the Earth,the amount of its lit surface that is visible from the Earth changes.
orbit	moon	Earth	orbits Earth	between sun		Sometimes when the moon orbits Earth, it moves between the sun and Earth.
orbit		space	orbit | path			In physics, an orbit is the gravitationally curved path of an object around a point in space, for example the orbit of a planet around the center of a star system, such as the Solar System
orbit		body	path			The path described by a heavenly body in its periodical revolution around another body.
orbit			circle | revolve around			To circle or revolve around another object.
revolution | revolve | revolves | revolving		moon Earth	revolves | moving		around the Earth | around the sun	Because as the moon revolves around the Earth, the Earth is moving around the sun.
revolution | revolve | revolves | revolving		moon Earth	revolves		around the Earth | around the sun	The moon revolves around the Earth and the Earth revolves around the sun.
revolution | revolve | revolves | revolving		earth	revolves		around the earth	The moon revolves around the earth.
revolution | revolve | revolves | revolving		earth	revolves		around the sun	As the earth revolves around the sun.
revolution | revolve | revolves | revolving		earth	revolves		around the sun	The earth revolves around the sun.
gravity | gravitational pull	water	height above the Earth	gravitational energy			A simple example of potential energy is the gravitational energy of some water at a height above the Earth.
gravity | gravitational pull	water	flowing down	gravitational energy			An example of gravitational energy is water flowing down a waterfall.
gravity | gravitational pull	water		gravitational potential energy			The gravitational potential energy of the water is converting to kinetic energy.
gravity | gravitational pull			gravitational potential energy			Electrical energy and gravitational potential energy are two examples of stored energy.
gravity | gravitational pull	water cycle		gravity			The water cycle is powered by the Sun's energy and the Earth's gravity.
gravity | gravitational pull	you		gravity	come back down to the ground		When you jump up in the air, you come back down to the ground due to gravity.
gravity | gravitational pull	matter		attraction			Gravity, or gravitation, is the attraction of all matter for all other matter.
gravity | gravitational pull	terrestrial bodies	force	attraction	fall toward the center of earth		the force of attraction by which terrestrial bodies tend to fall toward the center of the earth.
gravity | gravitational pull	physical bodies		attract			gravity is a natural phenomenon by which all physical bodies attract each other.
eclipse	Moon	passes between Earth and Sun	eclipse of the sun			An eclipse of the Sun can only occur at New Moon when the Moon passes between Earth and Sun.
eclipse	earth	is in between the sun and moon	lunar eclipse			a lunar eclipse is when the earth is in between the sun and moon.
eclipse	moon	is between the sun and earth	solar eclipse			A solar eclipse is when the moon is between the sun and the earth.
eclipse	Moon		astronomical alignment	shadow		An astronomical alignment in which a planetary object (for example, the Moon) comes between the Sun and another planetary object (for example, the Earth), resulting in a shadow being cast by the middle object onto the other object.
eclipse	celestial body		obscuring			The partial or complete obscuring, relative to a designated observer, of one celestial body by another.
rotate | rotates | rotation	Earth		rotates | spins			The Earth rotates, or spins, on its axis once every 24 hours.
rotate | rotates | rotation			move in a circle			move or cause to move in a circle around an axis or center.
rotate | rotates | rotation	object		rotation | circular movement			A rotation is a circular movement of an object around a center (or point) of rotation.
rotate | rotates | rotation	Earth		rotation		makes the sun appear to move through the sky during the day, rising in the east and setting in the west	It is the rotation of the Earth that makes the sun appear to move through the sky during the day, rising in the east and setting in the west.
rotate | rotates | rotation	Earth		rotation	day and night		This rotation is what results in day and night on Earth.
revolution | revolve | revolves | revolving		moon Earth	revolves | moving		around the Earth | around the sun	Because as the moon revolves around the Earth, the Earth is moving around the sun.
revolution | revolve | revolves | revolving		moon Earth	revolves		around the Earth | around the sun	The moon revolves around the Earth and the Earth revolves around the sun.
revolution | revolve | revolves | revolving		earth	revolves		around the earth	The moon revolves around the earth.
revolution | revolve | revolves | revolving		earth	revolves		around the sun	As the earth revolves around the sun.
revolution | revolve | revolves | revolving		earth	revolves		around the sun	The earth revolves around the sun.
spin	Earth moves	sun	spinning			As the Earth moves around the sun it is spinning.
spin			spin			Clothes dryers use quite a bit energy because they need to spin and produce heat.
spin	something		spin	move in circles rotate it		If you spin something, then you move it around in circles or rotate it.
spin			rotating		on an axis	Rapidly rotating on an axis; whirling.
spin		vessels of means	process of giving shape			The process of giving shape to vessels of thin metal by means of a turning-lathe.
solidify | solidification		plan project certain	make | become			to make a plan or project stronger and more certain or to become stronger and more certain
solidify | solidification	liquid	temperature is lowered	freezing | solidification | phase transition	solid		Freezing, or solidification, is a phase transition in which a liquid turns into a solid when its temperature is lowered below its freezing point.
solidify | solidification			make			make into a hard or compact mass
solidify | solidification			crystallization			The crystallization of a large amount of material from a single point of nucleation results in a single crystal.
solidify | solidification		cooling	process	or		the process of becoming hard or solid by cooling or drying or crystallization
melt | melting	solid	addition of heat	melting | changing	liquid		Melting is the opposite of freezing and involves changing water from its solid state (ice) to a liquid state by the addition of heat.
melt | melting	ice		physical change | melting			Melting of ice is a physical change, not a chemical change.
melt | melting	solid	heat	changes	liquid		the process whereby heat changes something from a solid to a liquid
melt | melting	substance		physical process | phase transition	liquid		Melting is a physical process that results in the phase transition of a substance from a solid to a liquid.
melt | melting	solid	reaches the temperature of its melting point	become	liquid		When a solid reaches the temperature of its melting point, it can become a liquid.
melt | melting	solid -LRB- ice -RRB-	thermal energy	melts	liquid water		The thermal energy of the water increases as it melts, changing from a solid (ice) to liquid water.
melt | melting	water vapor		melting	liquid water		The process by which water vapor changes to liquid water is called A. melting.
melt | melting	solid ice		changes	liquid water		The melting point of water is the temperature at which it changes from solid ice into liquid water.
melt | melting	Ice		melting | physical change	water		Ice melting into water is a physical change.
freeze | freezing	water		changing | freezing	ice		Liquid water changing to ice is called freezing.
freeze | freezing	liquid	loss of heat	pass	solid		To pass from the liquid to the solid state by loss of heat.
freeze | freezing	liquid	temperature is lowered	phase transition | freezing | solidification	solid		Freezing, or solidification, is a phase transition in which a liquid turns into a solid when its temperature is lowered below its freezing point.
freeze | freezing			become hardened	ice solid body		to become hardened into ice or into a solid body
freeze | freezing	Salt water	lower temperature	freeze			Salt water needs a lower temperature to freeze than pure water.
freeze | freezing	water		freeze			Running water does not freeze as easily as water that is not moving.
freeze | freezing	water		changed | freezing	solid ice		The water has changed from liquid water to solid ice through the process of freezing.
freeze | freezing	water		freezes | it expands			because some rocks absorb water and when water freezes it expands.
freeze | freezing	water vapour or liquid		freeze	Water as Ice		Water as Ice Ice occurs when water vapour or liquid water freeze.
sound discrimination			auditory discrimination	capacity		Auditory discrimination is commonly taken to mean the capacity to distinguish between phonemes, or individual sounds used in speech.
sound discrimination	differences		auditory discrimination | ability	between		Auditory discrimination is the ability to recognize differences between sounds.
sound discrimination		language	auditory discrimination | ability			Auditory discrimination is the brain's ability to organize and make sense of language sounds.
sound discrimination			ability			The ability to notice, compare and distinguish the distinct and separate sounds in words.
sound discrimination			ability			The ability to detect differences in sounds
vibrates | vibration | vibrations	water particles		vibration	energy is transferred		In water waves, energy is transferred through the vibration of the water particles.
vibrates | vibration | vibrations	object		vibrates	Sound Energy		Examples of Sound Energy Sound energy is produced when an object vibrates.
vibrates | vibration | vibrations	object		vibration	Sound energy		Sound energy is formed by the vibration of an object.
vibrates | vibration | vibrations			vibration | fast motion	earthquake , sound or the motion of a motor		A vibration is a fast motion back and forth such as an earthquake, sound, or the motion of a motor.
vibrates | vibration | vibrations			vibration | mechanical phenomenon	oscillations	about an equilibrium point	Vibration is a mechanical phenomenon whereby oscillations occur about an equilibrium point
spear | spearing	spear object		pierce or strike			pierce or strike with a spear or other pointed object.
tearing		Teeth lower	tearing | shredding			Teeth line the upper and lower jaws and are used for tearing and shredding food.
tearing			tear	plant		increasing stalk and nodal root growth combine to tear the small lowest leaves from the plant.
tearing			tear	food		Canines are the type of teeth, which help to hold and tear the food.
tearing	body		tears			Body waste: tears Tears are another way for your body to clean unwanted things from your body.
tearing		force	tearing | act of breaking apart			Tearing is the act of breaking apart a material by force, without the aid of a cutting tool.
camouflage	animals		camouflage	hide from their enemies		Some animals use camouflage to hide from their enemies.
camouflage	animals		camouflage			Most animals of the open sea use at least one of these methods to camouflage themselves.
camouflage	animals		camouflage	hide from predators		Prey animals often use camouflage to hide from predators.
camouflage	animals		camouflage			There are four basic ways animals camouflage themselves.
camouflage	animals octopuses		camouflage		aggressive | defensive	An example of animals that uses both aggressive and defensive camouflage is octopuses.
camouflage	Animals		change color | camouflage	can not be easily seen		Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.
camouflage			use of any combination of materials, coloration or illumination	concealment		Camouflage is the use of any combination of materials, coloration or illumination for concealment
camouflage	animals	avoid detection by predators or prey	adaptation	blend in to their natural environments		Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.
camouflage	species		adaptation	blend with their surroundings		Structural adaptation that enables species to blend with their surroundings
camouflage	animal	primary defense against predators	camouflage	avoid detection or recognition		A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage
camouflage	Animals		change color | camouflage	can not be easily seen		Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.
camouflage						Something, that makes an animal, person, building etc. difficult for enemies to see.
camouflage			mimicking the surrounding environment	avoiding detection		Camouflage is a method of avoiding detection by mimicking the surrounding environment
camouflage	leopard		camouflage	blend in with the forest shadows		The leopard's camouflage makes it blend in with the forest shadows.
camouflage	Rabbits	white fur	camouflage |use		snow	Rabbits use their white fur as camouflage in the snow.
adaptation	animals	live in their environment	adaptation	features		The adaptation of animals are the features an animal has to live in their environment.
adaptation	Animals plants	conditions of the habitats in which they live	adapted			Animals and plants are adapted to the conditions of the habitats in which they live.
adaptation	Plants	changes in the environment	adapted			Plants and animals have adapted to changes in the environment for millions of years.
adaptation	plants		adapt			Even well watered plants may wilt if the plant cannot adapt it transpiration rate.
adaptation	organism		inherited characteristic	survival		Inherited characteristic of an organism that enhances its survival and reproduction in specific environments.
split | splitting		halves	break or cause to break forcibly	parts		break or cause to break forcibly into parts, especially into halves or along the grain.
split | splitting	something		split | separate | break	cut break different parts		If you split something, you separate, cut, or break it into different parts.
split | splitting			split			If you split your skin, you cut it by hitting it.
split | splitting		high	splitting			Factors associated with high levels of splitting include wide plant spacing, early sowing, lengthy growth durations, and genotype.
split | splitting			splitting			The process of splitting these salt molecules serves to clean the water.
meiosis	animal , plants/algae and fungi		life cycles			All three life cycles (animal, plants/algae and fungi) have these three key features: fertilization, undergoes mitosis and meiosis.
meiosis			meiosis	pollen ovules		Much like pollen, the ovules are produced through meiosis and they contain half of the plant's genetic code.
meiosis	diploid cells		meiosis	haploid cells		During the process of meiosis diploid cells produce haploid cells.
meiosis	four haploid cells		meiosis	Just one egg		Just one egg is produced from the four haploid cells that result from meiosis.
meiosis			reductional division	number of chromosomes per cell is cut		process of reductional division in which the number of chromosomes per cell is cut in half.
storage	water	winter	store			Plants and animals need water to store for winter.
storage	energy		stored			Because potential energy is stored energy or energy that has not been used yet.
storage	Energy		stored		in the plant[location]	Energy stored in the plant moves into the herbivore when it eats the plant.
storage	energy		stored			The chemical energy in food changes in your body giving you the stored energy to move(mechanical energy).
storage	goods		depositing			The act of depositing in a store or warehouse for safe keeping; also, the safe keeping of goods in a warehouse.
storage	information	computer memory magnetic tape disk	process of storing			the process of storing information in a computer memory or on a magnetic tape or disk
sublimation	ice		sublimation			Water vapor is formed from either evaporation or heating of liquid water, or from the sublimation of ice.
sublimation	water vapor		transition | sublimation			The transition from ice to water is melting and from ice directly to water vapor is sublimation.
sublimation			sublimation	solid		The phase change from solid to gas is called sublimation.
sublimation			sublimation	water vapors air		Apart from evaporation, sublimation also contributes to water vapors in the air.
sublimation			changed		without going through the liquid state[some kind of manner??]	Also, if a gas is changed into a solid without going through the liquid state, the process is called sublimation.
survive	Plants animals		survive			Plants and animals cannot survive without water.
survive			survive	plant		Every plant must have some water in order to survive.
survive	animals plants		survival			Water is essential for the survival of animals and plants.
survive	Plants		survive			Plants need light energy because they need it to survive.
survive			survival			Plants and animals also depend on each other for their survival.
reproduce | reproduction | reproducing			reproduce			They can grow, take in nutrients, breathe, reproduce, eliminate waste, and die.
reproduce | reproduction | reproducing	Plants		reproduce	flowers fruits		Plants reproduce by producing flowers and fruits that have seeds.
reproduce | reproduction | reproducing	organism		creates	likeness of itself		Reproduction is the process by which a living organism creates a likeness of itself.
reproduce | reproduction | reproducing	organism	process of generation propagation	produce	individuals		to produce one or more other individuals of (a given kind of organism)by some process of generation or propagation, sexual or asexual.
reproduce | reproduction | reproducing			process | produced	new individual organisms offsprings		is the biological process by which new individual organisms, offsprings, are produced from their parents.
reproduce | reproduction | reproducing	All living things	Food	reproduce			Food All living things need food (for energy) to grow and reproduce.
