	QUESTION	ANSWER_CHOICE	MEAN_SCORE	MAX_SCORE	MEDIAN_SCORE	CORRECT_ANSWER
58	Which of the following must all plant and animal species do in order for each species to survive?	make food	1.0	1.0	1.0	reproduce
59	What is it called when an object is moved from one position to another? 	work	1.15075216129	1.15075216129	1.15075216129	work
60	What is it called when an object is moved from one position to another? 	gravity	1.15075216129	1.15075216129	1.15075216129	work
61	The process that forms reproductive cells is called?	mitosis	0.423869449189	0.423869449189	0.423869449189	meiosis
62	The process that forms reproductive cells is called?	meiosis	1.0	1.0	1.0	meiosis
63	What process ends with a new and improved plant? 	germinating	0.22492554289	0.22492554289	0.22492554289	grafting
64	What process ends with a new and improved plant? 	photosynthesis	0.178784760585	0.178784760585	0.178784760585	grafting
65	What process ends with a new and improved plant? 	grafting	0.0	0.0	0.0	grafting
66	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5Â° Celsius?	freezing	0.657577588637	0.657577588637	0.657577588637	melting
67	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5Â° Celsius?	melting	1.06667220712	1.06667220712	1.06667220712	melting
68	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5Â° Celsius?	precipitation	0.225573801098	0.225573801098	0.225573801098	melting
69	Glaciers are slow-moving sheets of ice found on land. What process occurs when glacial ice is heated to 5Â° Celsius?	evaporation	0.239992036657	0.239992036657	0.239992036657	melting
70	What causes sunflowers to bend toward the sunlight?	negative tropism	0.492851529834	0.492851529834	0.492851529834	positive tropism
71	What causes sunflowers to bend toward the sunlight?	transportation	0.0234277384423	0.0234277384423	0.0234277384423	positive tropism
72	What causes sunflowers to bend toward the sunlight?	positive tropism	1.62082984865	1.62082984865	1.62082984865	positive tropism
73	What causes sunflowers to bend toward the sunlight?	pollination	0.393754786303	0.393754786303	0.393754786303	positive tropism
74	The process of cutting into a hillside to slow the speed of water flowing down a slope 	terracing	2.42035352112	2.42035352112	2.42035352112	terracing
75	The process of cutting into a hillside to slow the speed of water flowing down a slope 	contour plowing	0.428772662641	0.428772662641	0.428772662641	terracing
76	The process of cutting into a hillside to slow the speed of water flowing down a slope 	windbreaking	0.0738269118017	0.0738269118017	0.0738269118017	terracing
77	The process of cutting into a hillside to slow the speed of water flowing down a slope 	fertilization	0.151383035211	0.151383035211	0.151383035211	terracing
78	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	strip farming	0.00510204081633	0.00510204081633	0.00510204081633	strip farming
79	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	contour plowing	0.378226370147	0.378226370147	0.378226370147	strip farming
80	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	fertilization	0.148128162165	0.148128162165	0.148128162165	strip farming
81	The process of planting grasses between rows of other crops to prevent soil from being washed or blown away 	crop rotation	0.0984397631841	0.0984397631841	0.0984397631841	strip farming
82	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	terracing	0.000702893771417	0.000702893771417	0.000702893771417	fertilization
83	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	strip farming	0.0	0.0	0.0	fertilization
84	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	crop rotation	0.23422121261	0.23422121261	0.23422121261	fertilization
85	The process of adding fertilizer to soil to replace nutrients used up by previous crops 	fertilization	1.55574525114	1.55574525114	1.55574525114	fertilization
86	"Precipitation that falls in form of balls of ice is called <span class=""blank""> </span>. "	hail	0.787963887238	0.787963887238	0.787963887238	hail
87	"Precipitation that falls in form of balls of ice is called <span class=""blank""> </span>. "	rain	0.155188246097	0.155188246097	0.155188246097	hail
88	"Precipitation that falls in form of balls of ice is called <span class=""blank""> </span>. "	snow	1.40176849511	1.40176849511	1.40176849511	hail
89	"If plaque is not cleaned off the teeth, it can cause the enamel of your teeth to <span class=""blank""> </span>. "	harden	0.0	0.0	0.0	decay
90	"If plaque is not cleaned off the teeth, it can cause the enamel of your teeth to <span class=""blank""> </span>. "	shine	0.0	0.0	0.0	decay
91	"If plaque is not cleaned off the teeth, it can cause the enamel of your teeth to <span class=""blank""> </span>. "	become whiter	0.0	0.0	0.0	decay
92	"If plaque is not cleaned off the teeth, it can cause the enamel of your teeth to <span class=""blank""> </span>. "	decay	0.0	0.0	0.0	decay
93	Bees help flowers reproduces through a process called 	phototropism	0.0755485463212	0.0755485463212	0.0755485463212	pollination
94	Bees help flowers reproduces through a process called 	fertilization	0.130442342855	0.130442342855	0.130442342855	pollination
95	Bees help flowers reproduces through a process called 	pollination	0.0571435517537	0.0571435517537	0.0571435517537	pollination
96	Bees help flowers reproduces through a process called 	transpiration	0.145124716553	0.145124716553	0.145124716553	pollination
97	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	measuring	1.00056967899	1.00056967899	1.00056967899	measuring
98	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	classifying	0.0	0.0	0.0	measuring
99	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	predicting	3.8303976414e-05	3.8303976414e-05	3.8303976414e-05	measuring
100	Students want to find out at which temperature bean plants grow tallest. Which science process skill would be used to find this temperature? 	inferring	0.000695032113578	0.000695032113578	0.000695032113578	measuring
101	If a fire destroys a forest, new plants will grow. 	conservation	1.0	1.0	1.0	succession
102	If a fire destroys a forest, new plants will grow. 	erosion	0.000359192372773	0.000359192372773	0.000359192372773	succession
103	If a fire destroys a forest, new plants will grow. 	succession	0.000559110760307	0.000559110760307	0.000559110760307	succession
104	"Babies will <span class=""blank""> </span> or get traits from their parents. "	reproduce	3.20495464451e-09	3.20495464451e-09	3.20495464451e-09	inherit
105	"Babies will <span class=""blank""> </span> or get traits from their parents. "	survive	0.0	0.0	0.0	inherit
106	"Babies will <span class=""blank""> </span> or get traits from their parents. "	inherit	2.27086661871	2.27086661871	2.27086661871	inherit
107	Terracing a hillside can slow __________________________. 	absorption	0.0	0.0	0.0	erosion
108	Terracing a hillside can slow __________________________. 	soil formation	0.0	0.0	0.0	erosion
109	Terracing a hillside can slow __________________________. 	erosion	0.0	0.0	0.0	erosion
110	Terracing a hillside can slow __________________________. 	weathering	0.0	0.0	0.0	erosion
111	An adaptation in which an animal looks very much like another animal or an object is a _____________. 	mimicry	1.15450593646	1.15450593646	1.15450593646	mimicry
112	An adaptation in which an animal looks very much like another animal or an object is a _____________. 	camouflage	1.00860683256	1.00860683256	1.00860683256	mimicry
113	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	destroy	1.52587890625e-05	1.52587890625e-05	1.52587890625e-05	destroy
114	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	plant	0.191401797923	0.191401797923	0.191401797923	destroy
115	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	help	0.302355371901	0.302355371901	0.302355371901	destroy
116	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	build	0.0006103515625	0.0006103515625	0.0006103515625	destroy
